transaction_id,customer_id,timestamp,amount,transaction_country,txn_velocity_1h,txn_velocity_24h,is_new_payee,card_present,account_age_days,chargeback_history,prior_alerts,device_id,ip_country,merchant_id,merchant_category,merchant_country,merchant_risk_level,country_mismatch_flag,true_fraud,rule_score,triggered_rules,rule_alert_level,rule_score_normalized
T000818,C0046,2026-01-14 06:07:00,23.15,SG,1,1,1,1,1305,2,1,D0201,SG,M017,Travel,SG,Medium,0,0,15,['Chargeback History'],Low,0.2727272727272727
T000390,C0197,2026-01-14 07:50:00,12.92,MY,2,3,1,0,49,0,1,D0152,SG,M024,Money Transfer,SG,High,1,1,40,"['Country Mismatch', 'High Risk Merchant', 'New Account']",Medium,0.7272727272727273
T000960,C0204,2026-01-14 07:58:00,5.81,MY,1,4,0,1,1197,0,1,D0281,SG,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000442,C0027,2026-01-14 13:08:00,3.58,SG,1,1,0,1,1982,1,0,D0285,VN,M047,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000309,C0180,2026-01-14 16:58:00,16.72,SG,1,6,0,0,1664,0,2,D0101,SG,M015,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000961,C0165,2026-01-14 17:18:00,33.0,ID,1,2,0,1,447,0,0,D0189,SG,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000299,C0075,2026-01-14 18:30:00,41.92,VN,1,4,0,1,1843,0,0,D0092,SG,M001,Gaming,PH,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000747,C0157,2026-01-14 19:10:00,27.98,MY,1,7,0,1,188,0,0,D0282,VN,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000492,C0061,2026-01-14 22:16:00,57.49,SG,1,3,0,1,737,0,0,D0295,VN,M020,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000644,C0040,2026-01-14 23:50:00,78.2,MY,2,5,0,1,1362,0,0,D0158,MY,M007,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000846,C0223,2026-01-14 23:59:00,170.98,VN,0,4,0,1,1120,0,1,D0277,SG,M030,Travel,MY,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000891,C0024,2026-01-15 02:29:00,48.94,SG,1,0,0,1,704,0,0,D0070,SG,M045,Travel,VN,Medium,0,0,0,[],Low,0.0
T000608,C0218,2026-01-15 03:18:00,7.94,VN,2,3,0,0,1469,0,1,D0047,VN,M030,Travel,MY,Medium,0,0,0,[],Low,0.0
T000896,C0152,2026-01-15 03:44:00,15.56,TH,2,4,1,0,839,0,1,D0181,SG,M032,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000795,C0166,2026-01-15 06:39:00,2.4,SG,2,3,0,1,1918,0,0,D0030,MY,M031,Digital Services,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000586,C0193,2026-01-15 10:04:00,61.48,SG,3,7,0,0,990,0,0,D0126,SG,M018,Money Transfer,SG,High,0,1,15,['High Risk Merchant'],Low,0.2727272727272727
T000234,C0123,2026-01-15 12:52:00,25.53,SG,0,8,0,1,1717,0,2,D0284,SG,M013,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000649,C0038,2026-01-15 19:52:00,19.82,ID,0,4,0,1,48,0,0,D0049,TH,M004,Gaming,MY,High,1,1,40,"['Country Mismatch', 'High Risk Merchant', 'New Account']",Medium,0.7272727272727273
T000270,C0171,2026-01-15 19:57:00,32.95,SG,0,4,0,0,956,0,0,D0085,SG,M045,Travel,VN,Medium,0,0,0,[],Low,0.0
T000826,C0242,2026-01-15 21:27:00,24.85,SG,2,8,0,1,724,3,0,D0080,PH,M029,Money Transfer,TH,High,1,1,45,"['Country Mismatch', 'High Risk Merchant', 'Chargeback History']",Medium,0.8181818181818182
T000695,C0077,2026-01-15 23:05:00,93.53,PH,2,1,0,1,1131,0,0,D0148,PH,M022,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000718,C0192,2026-01-16 01:17:00,43.27,VN,0,3,0,1,688,0,4,D0189,SG,M008,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000696,C0012,2026-01-16 01:29:00,36.1,ID,0,5,0,1,1742,0,0,D0235,SG,M001,Gaming,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000800,C0205,2026-01-16 02:12:00,15.21,MY,3,4,0,1,535,0,1,D0074,VN,M050,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000089,C0025,2026-01-16 03:54:00,20.87,VN,2,4,0,0,1315,0,1,D0223,VN,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000216,C0134,2026-01-16 05:18:00,11.57,SG,4,5,0,1,1337,0,1,D0176,VN,M022,Digital Services,SG,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000931,C0084,2026-01-16 05:49:00,57.99,SG,3,4,1,0,920,0,0,D0174,PH,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000109,C0006,2026-01-16 05:59:00,25.92,MY,0,3,0,0,279,1,1,D0159,VN,M039,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000094,C0068,2026-01-16 06:16:00,50.05,MY,2,6,0,0,1174,0,0,D0174,SG,M038,Grocery,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000074,C0239,2026-01-16 11:39:00,40.73,SG,0,3,0,1,1352,0,0,D0122,SG,M038,Grocery,PH,Low,0,0,0,[],Low,0.0
T000287,C0001,2026-01-16 13:19:00,12.82,SG,2,5,1,0,815,0,0,D0227,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000011,C0240,2026-01-16 17:42:00,48.11,SG,5,3,1,0,1180,0,1,D0116,SG,M045,Travel,VN,Medium,0,0,20,['High Transaction Velocity (1h)'],Low,0.36363636363636365
T000180,C0035,2026-01-16 17:51:00,7.11,ID,1,3,0,0,1332,1,1,D0184,SG,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000427,C0098,2026-01-16 17:57:00,8.78,SG,2,5,1,0,1140,0,0,D0151,SG,M009,Gaming,VN,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000791,C0273,2026-01-16 18:20:00,34.68,ID,0,4,1,1,1777,0,0,D0206,TH,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000539,C0223,2026-01-17 00:09:00,34.77,SG,0,4,0,1,1521,0,0,D0192,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000364,C0067,2026-01-17 00:53:00,9.92,SG,5,4,0,1,1330,0,0,D0104,MY,M045,Travel,VN,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000547,C0098,2026-01-17 04:09:00,34.03,ID,1,4,0,1,1323,0,2,D0118,SG,M030,Travel,MY,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000281,C0214,2026-01-17 04:48:00,45.84,SG,1,9,1,0,968,1,0,D0038,SG,M015,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000981,C0206,2026-01-17 05:46:00,38.03,SG,1,2,0,1,1261,0,1,D0061,TH,M007,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000048,C0056,2026-01-17 06:19:00,11.6,ID,1,5,0,0,516,1,1,D0374,VN,M018,Money Transfer,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000915,C0040,2026-01-17 08:04:00,50.67,SG,3,3,0,1,1325,0,0,D0390,MY,M034,Telecom,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000914,C0018,2026-01-17 08:54:00,120.21,MY,2,1,0,1,294,1,1,D0328,SG,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000711,C0060,2026-01-17 09:45:00,65.88,PH,1,3,1,1,983,0,0,D0177,SG,M049,Luxury Goods,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000137,C0094,2026-01-17 10:24:00,6.13,TH,1,9,0,0,845,0,0,D0169,ID,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000702,C0113,2026-01-17 11:14:00,30.35,MY,3,7,0,1,1704,0,0,D0053,TH,M012,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000097,C0109,2026-01-17 12:16:00,20.84,VN,1,5,1,1,719,1,0,D0004,SG,M049,Luxury Goods,PH,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000874,C0119,2026-01-17 12:33:00,13.9,VN,1,6,1,0,470,0,1,D0003,SG,M040,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000888,C0207,2026-01-17 13:13:00,72.57,MY,2,2,0,1,591,0,2,D0273,SG,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000829,C0289,2026-01-17 15:19:00,55.91,VN,1,4,0,0,261,0,0,D0124,SG,M027,Luxury Goods,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000782,C0050,2026-01-17 15:20:00,36.51,MY,2,6,0,1,1604,0,0,D0228,SG,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000955,C0064,2026-01-17 20:45:00,17.15,ID,3,7,0,0,281,0,0,D0202,SG,M017,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000666,C0289,2026-01-17 23:46:00,16.87,VN,4,4,0,1,1688,0,0,D0185,PH,M011,Electronics,PH,Medium,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
T000820,C0080,2026-01-18 00:24:00,17.22,MY,2,4,0,1,1771,0,0,D0255,MY,M011,Electronics,PH,Medium,0,0,0,[],Low,0.0
T000027,C0051,2026-01-18 00:58:00,112.53,PH,1,3,0,1,584,0,1,D0395,VN,M002,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000181,C0001,2026-01-18 11:44:00,9.77,PH,1,0,0,0,1296,0,0,D0201,SG,M012,Gaming,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000754,C0027,2026-01-18 13:29:00,94.75,VN,2,8,0,1,626,0,3,D0292,MY,M043,Telecom,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000169,C0084,2026-01-18 14:22:00,71.74,SG,1,4,1,1,1698,0,1,D0350,PH,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000599,C0052,2026-01-18 14:31:00,20.02,SG,0,3,0,1,1526,0,0,D0062,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000770,C0274,2026-01-18 16:30:00,3.99,SG,1,7,0,1,1945,1,0,D0247,TH,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000980,C0179,2026-01-19 00:14:00,21.46,TH,1,0,0,1,1451,0,1,D0298,SG,M010,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000086,C0086,2026-01-19 00:19:00,17.08,TH,2,1,0,1,1395,0,0,D0295,MY,M002,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000473,C0111,2026-01-19 00:25:00,56.97,SG,3,7,0,1,991,1,0,D0198,MY,M028,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000613,C0261,2026-01-19 02:52:00,30.03,MY,1,3,1,1,979,1,0,D0364,SG,M043,Telecom,PH,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000091,C0013,2026-01-19 03:05:00,12.16,SG,1,8,0,1,1632,0,0,D0102,SG,M013,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000160,C0161,2026-01-19 06:29:00,10.08,VN,1,5,0,1,1731,0,0,D0382,SG,M040,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000735,C0033,2026-01-19 08:32:00,119.35,SG,1,3,0,0,397,0,0,D0112,ID,M031,Digital Services,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000360,C0054,2026-01-19 12:01:00,14.07,SG,1,6,0,1,1729,0,2,D0102,VN,M035,Luxury Goods,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000537,C0215,2026-01-19 12:06:00,10.57,SG,2,2,1,0,1189,1,0,D0074,SG,M047,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000143,C0300,2026-01-19 13:36:00,19.67,SG,0,3,0,1,1866,0,0,D0243,SG,M015,Money Transfer,SG,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000752,C0084,2026-01-19 14:30:00,14.81,TH,1,3,0,1,164,0,0,D0386,MY,M034,Telecom,SG,Low,1,1,15,['Country Mismatch'],Low,0.2727272727272727
T000007,C0205,2026-01-19 15:34:00,29.88,SG,2,2,0,0,1336,0,1,D0399,SG,M050,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000731,C0251,2026-01-19 17:22:00,24.5,SG,1,0,1,0,1091,1,0,D0400,TH,M033,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000691,C0039,2026-01-19 21:12:00,75.89,SG,2,1,0,1,209,0,1,D0031,PH,M014,Electronics,ID,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000034,C0133,2026-01-19 22:26:00,13.48,VN,3,5,0,0,625,0,0,D0383,PH,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000596,C0226,2026-01-19 23:50:00,51.05,SG,5,4,0,1,840,1,0,D0132,SG,M013,Electronics,SG,Medium,0,0,20,['High Transaction Velocity (1h)'],Low,0.36363636363636365
T000842,C0123,2026-01-19 23:55:00,31.9,PH,0,3,1,1,902,0,0,D0045,ID,M032,Grocery,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000859,C0127,2026-01-20 02:52:00,151.04,ID,0,4,0,0,1184,0,0,D0050,ID,M014,Electronics,ID,Medium,0,0,0,[],Low,0.0
T000556,C0161,2026-01-20 05:03:00,103.79,SG,0,1,0,1,1320,1,0,D0316,ID,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000881,C0037,2026-01-20 05:52:00,17.83,VN,3,2,0,1,1776,0,1,D0335,MY,M013,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000382,C0085,2026-01-20 06:31:00,45.57,SG,3,3,1,1,1346,0,0,D0226,SG,M017,Travel,SG,Medium,0,0,0,[],Low,0.0
T000781,C0174,2026-01-20 10:56:00,10.86,SG,1,1,0,0,1056,0,0,D0071,SG,M012,Gaming,SG,High,0,1,15,['High Risk Merchant'],Low,0.2727272727272727
T000470,C0227,2026-01-20 14:51:00,179.45,SG,0,2,0,1,1871,1,0,D0315,TH,M048,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000732,C0227,2026-01-20 15:35:00,24.11,SG,3,3,1,0,1325,1,1,D0139,VN,M019,Money Transfer,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000524,C0047,2026-01-21 05:24:00,13.17,TH,0,2,0,1,448,0,1,D0302,PH,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000905,C0262,2026-01-21 06:29:00,7.56,ID,3,2,0,0,626,0,1,D0153,SG,M048,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000252,C0292,2026-01-21 08:19:00,492.61,ID,0,7,0,0,1274,2,0,D0333,SG,M050,Luxury Goods,ID,High,1,1,45,"['Country Mismatch', 'High Risk Merchant', 'Chargeback History']",Medium,0.8181818181818182
T000500,C0108,2026-01-21 09:35:00,101.42,MY,2,6,0,1,1292,0,0,D0059,SG,M002,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000394,C0119,2026-01-21 13:12:00,23.16,SG,1,4,0,1,1021,0,1,D0064,SG,M043,Telecom,PH,Low,0,0,0,[],Low,0.0
T000832,C0116,2026-01-21 15:03:00,11.95,SG,2,4,1,1,958,2,1,D0121,SG,M002,Travel,SG,Medium,0,0,15,['Chargeback History'],Low,0.2727272727272727
T000236,C0294,2026-01-21 17:35:00,18.91,SG,2,4,1,1,705,0,0,D0035,SG,M033,Travel,SG,Medium,0,0,0,[],Low,0.0
T000098,C0146,2026-01-21 21:20:00,11.23,SG,0,6,0,0,1681,0,0,D0340,SG,M049,Luxury Goods,PH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000219,C0042,2026-01-22 01:06:00,42.18,SG,2,1,1,0,966,0,0,D0138,SG,M028,Telecom,VN,Low,0,1,0,[],Low,0.0
T000803,C0277,2026-01-22 01:54:00,9.32,VN,1,4,0,1,657,0,0,D0060,TH,M021,Luxury Goods,ID,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000766,C0163,2026-01-22 01:55:00,34.61,SG,2,7,0,1,535,0,2,D0014,PH,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000013,C0249,2026-01-22 04:55:00,40.38,SG,1,2,0,1,144,0,0,D0330,SG,M020,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000310,C0198,2026-01-22 08:26:00,67.33,VN,1,2,1,0,1297,0,1,D0381,SG,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000560,C0170,2026-01-22 12:17:00,17.88,VN,1,5,0,1,1533,0,0,D0353,VN,M034,Telecom,SG,Low,0,1,0,[],Low,0.0
T000431,C0146,2026-01-22 13:04:00,47.28,SG,3,7,0,0,522,0,1,D0223,ID,M014,Electronics,ID,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000230,C0196,2026-01-22 22:56:00,29.99,SG,0,1,1,0,744,0,0,D0036,VN,M029,Money Transfer,TH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000840,C0143,2026-01-23 04:01:00,22.31,SG,0,6,0,0,1074,1,1,D0098,MY,M017,Travel,SG,Medium,1,1,15,['Country Mismatch'],Low,0.2727272727272727
T000948,C0266,2026-01-23 06:09:00,37.0,SG,0,3,1,0,1877,2,0,D0231,VN,M033,Travel,SG,Medium,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000453,C0046,2026-01-23 06:53:00,12.76,PH,0,7,1,0,978,0,0,D0298,SG,M011,Electronics,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000415,C0009,2026-01-23 06:57:00,13.4,SG,1,9,0,1,305,0,2,D0034,TH,M003,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000919,C0008,2026-01-23 08:41:00,11.19,SG,1,5,0,1,1503,1,1,D0069,SG,M017,Travel,SG,Medium,0,0,0,[],Low,0.0
T000475,C0246,2026-01-23 08:57:00,49.82,ID,3,3,0,1,1457,0,1,D0043,TH,M019,Money Transfer,VN,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000674,C0169,2026-01-23 10:27:00,6.73,PH,0,2,0,1,1895,1,0,D0103,SG,M030,Travel,MY,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000640,C0195,2026-01-23 13:19:00,6.1,SG,3,4,1,0,764,0,0,D0103,SG,M028,Telecom,VN,Low,0,0,0,[],Low,0.0
T000338,C0257,2026-01-23 15:55:00,57.37,ID,1,3,0,1,388,0,1,D0171,VN,M010,Telecom,VN,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000255,C0283,2026-01-23 17:11:00,26.24,VN,2,5,1,1,396,0,0,D0280,SG,M012,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000362,C0239,2026-01-23 17:45:00,91.61,SG,1,9,0,1,1203,0,2,D0098,VN,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000841,C0106,2026-01-24 03:07:00,19.62,SG,0,4,0,0,455,0,0,D0241,ID,M041,Electronics,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000618,C0009,2026-01-24 06:16:00,16.5,SG,2,2,0,0,922,0,0,D0046,SG,M014,Electronics,ID,Medium,0,1,0,[],Low,0.0
T000783,C0199,2026-01-24 07:51:00,29.54,TH,0,6,1,0,1352,1,1,D0085,SG,M011,Electronics,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000067,C0154,2026-01-24 11:47:00,30.06,VN,2,4,0,0,1247,0,1,D0012,VN,M040,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000340,C0175,2026-01-24 11:48:00,65.94,VN,1,3,0,1,1758,0,1,D0315,PH,M026,Luxury Goods,VN,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000860,C0297,2026-01-24 20:29:00,180.43,SG,0,3,0,0,892,0,0,D0262,SG,M031,Digital Services,VN,Medium,0,0,0,[],Low,0.0
T000748,C0075,2026-01-25 00:18:00,17.33,MY,1,1,0,1,251,0,1,D0003,PH,M004,Gaming,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000361,C0249,2026-01-25 00:24:00,27.7,MY,2,2,0,0,1140,0,0,D0162,SG,M037,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000792,C0236,2026-01-25 01:00:00,31.47,SG,0,6,0,1,1485,1,0,D0183,ID,M007,Digital Services,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000177,C0236,2026-01-25 02:18:00,24.76,TH,2,3,0,1,1117,0,1,D0051,SG,M035,Luxury Goods,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000195,C0089,2026-01-25 03:14:00,48.09,PH,0,4,0,1,1184,1,0,D0344,MY,M006,Money Transfer,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000119,C0112,2026-01-25 03:26:00,57.9,ID,0,4,0,1,1781,1,1,D0055,SG,M045,Travel,VN,Medium,1,1,15,['Country Mismatch'],Low,0.2727272727272727
T000926,C0293,2026-01-25 04:16:00,23.95,VN,1,2,0,0,802,0,1,D0032,SG,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000636,C0105,2026-01-25 05:51:00,9.27,SG,2,4,0,1,1226,0,0,D0145,SG,M050,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000571,C0245,2026-01-25 10:35:00,10.92,PH,1,6,1,1,1310,0,2,D0396,TH,M023,Telecom,SG,Low,1,1,15,['Country Mismatch'],Low,0.2727272727272727
T000019,C0281,2026-01-25 11:02:00,12.3,MY,0,2,0,1,1100,0,0,D0229,ID,M023,Telecom,SG,Low,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000529,C0282,2026-01-25 11:27:00,14.68,SG,2,2,0,0,1273,0,1,D0374,SG,M009,Gaming,VN,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000669,C0147,2026-01-25 11:50:00,82.01,SG,1,2,1,1,908,1,0,D0400,ID,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000856,C0208,2026-01-25 16:27:00,45.01,MY,1,5,0,0,1344,2,0,D0143,PH,M003,Digital Services,SG,Medium,1,0,30,"['Country Mismatch', 'Chargeback History']",Medium,0.5454545454545454
T000626,C0216,2026-01-25 19:35:00,56.38,SG,3,3,0,0,1442,0,1,D0058,ID,M046,Travel,PH,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000375,C0165,2026-01-25 20:17:00,155.17,SG,3,3,0,1,128,0,1,D0317,SG,M020,Electronics,SG,Medium,0,0,0,[],Low,0.0
T000745,C0271,2026-01-25 22:29:00,125.94,SG,1,3,0,1,1223,0,0,D0236,SG,M027,Luxury Goods,PH,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000937,C0163,2026-01-26 03:07:00,4.16,SG,1,4,0,1,1121,0,0,D0264,SG,M036,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000643,C0009,2026-01-26 03:28:00,212.87,SG,0,7,0,0,1686,1,0,D0064,PH,M031,Digital Services,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000335,C0144,2026-01-26 03:32:00,9.85,ID,1,6,0,0,1079,0,1,D0307,SG,M031,Digital Services,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000789,C0222,2026-01-26 06:35:00,31.8,MY,0,6,1,1,180,0,1,D0291,SG,M015,Money Transfer,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000369,C0291,2026-01-26 10:31:00,42.31,SG,0,5,0,1,1249,0,0,D0244,ID,M015,Money Transfer,SG,High,1,1,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000667,C0262,2026-01-26 15:39:00,26.91,SG,3,3,0,1,1893,1,0,D0058,PH,M042,Gaming,SG,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000741,C0285,2026-01-26 18:00:00,73.57,SG,2,4,0,1,1622,1,1,D0240,SG,M016,Digital Services,SG,Medium,0,0,0,[],Low,0.0
T000949,C0257,2026-01-26 18:51:00,52.54,SG,1,4,0,1,1623,0,0,D0126,TH,M045,Travel,VN,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000170,C0101,2026-01-26 19:17:00,10.43,ID,0,2,0,1,1391,1,0,D0240,MY,M004,Gaming,MY,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000967,C0251,2026-01-27 00:01:00,118.0,ID,3,8,0,1,1974,0,0,D0135,SG,M025,Travel,SG,Medium,1,0,15,['Country Mismatch'],Low,0.2727272727272727
T000209,C0153,2026-01-27 01:04:00,11.9,SG,1,5,0,0,1223,0,0,D0139,SG,M050,Luxury Goods,ID,High,0,0,15,['High Risk Merchant'],Low,0.2727272727272727
T000956,C0284,2026-01-27 03:06:00,22.34,VN,0,3,0,1,391,0,0,D0059,SG,M001,Gaming,PH,High,1,0,30,"['Country Mismatch', 'High Risk Merchant']",Medium,0.5454545454545454
T000933,C0231,2026-01-27 05:04:00,66.28,MY,0,5,0,1,1034,0,1,D0248,MY,M046,Travel,PH,Medium,0,0,0,[],Low,0.0
T000633,C0068,2026-01-27 06:41:00,17.19,MY,4,8,1,1,1673,0,1,D0359,SG,M023,Telecom,SG,Low,1,0,35,"['High Transaction Velocity (1h)', 'Country Mismatch']",Medium,0.6363636363636364
